AK Steel 201 Austenitic Stainless steel,758
AK Steel 201 Austenitic Stainless steel,862
AK Steel 201 Austenitic Stainless steel,1034
AK Steel 201 Austenitic Stainless steel,1276
202 Stainless Steel,515
202 Stainless Steel,515
205 Austenitic Stainless Steel (UNS S20500),790
ATI Allegheny Ludlum Stainless Steel Type 201,685
ATI Allegheny Ludlum Stainless Steel Type 201,696
202 Stainless Steel,620
202 Stainless Steel,620
ATI Allegheny Ludlum Stainless Steel Type 201,783
ATI Allegheny Ludlum Stainless Steel Type 201,814
202 Stainless Steel,860
202 Stainless Steel,860
ATI Allegheny Ludlum Stainless Steel Type 201,856
ATI Allegheny Ludlum Stainless Steel Type 201,902
202 Stainless Steel,705
202 Stainless Steel,1080
ATI Allegheny Ludlum Stainless Steel Type 201,1044
ATI Allegheny Ludlum Stainless Steel Type 201,1045
ATI Allegheny Ludlum Stainless Steel Type 201,1214
ATI Allegheny Ludlum Stainless Steel Type 201,1224
ATI Allegheny Ludlum Stainless Steel Type 201,1264
ATI Allegheny Ludlum Stainless Steel Type 201,1300
ATI Allegheny Ludlum Stainless Steel Type 201,1495
ATI Allegheny Ludlum Stainless Steel Type 201,1522
ATI Allegheny Ludlum Stainless Steel Type 201,1701
ATI Allegheny Ludlum Stainless Steel Type 201,1742
302 Stainless Steel,620
Type 254 SMO High-Nitrogen Austenitic Stainless Steel,650
301 Stainless Steel,515
302 Stainless Steel,860
AK Steel 301 Austenitic Stainless steel,758
AK Steel 301 Austenitic Stainless steel,862
AK Steel 301 Austenitic Stainless steel,1034
AK Steel 301 Austenitic Stainless steel,1276
Type 254 SMO High-Nitrogen Austenitic Stainless Steel,650
Eagle Brass 301 Austenitic Stainless Steel,517
302 Stainless Steel,585
Eagle Brass 301 Austenitic Stainless Steel,689
Outokumpu 254 SMO® High Performance Austenitic Stainless Steel,680
Eagle Brass 301 Austenitic Stainless Steel,862
302 Stainless Steel,640
Eagle Brass 301 Austenitic Stainless Steel,1030
302 Stainless Steel,807
Eagle Brass 301 Austenitic Stainless Steel,1210
302 Stainless Steel,848
Eagle Brass 301 Austenitic Stainless Steel,1280
302 Stainless Steel,945
ATI Allegheny Ludlum Stainless Steel Type 301,515
302 Stainless Steel,1050
ATI Allegheny Ludlum Stainless Steel Type 301,862
302 Stainless Steel,1165
302 Stainless Steel,1250
Eagle Brass 302 Austenitic Stainless Steel,517
Eagle Brass 302 Austenitic Stainless Steel,689
Eagle Brass 302 Austenitic Stainless Steel,862
Eagle Brass 302 Austenitic Stainless Steel,1030
Eagle Brass 302 Austenitic Stainless Steel,1210
Eagle Brass 302 Austenitic Stainless Steel,1280
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 302,655
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 302,786
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 302,889
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 302,993
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 302,1089
303 SE Stainless Steel,620
AISI Type 302B Stainless Steel,655
303 Stainless Steel,620
303 SE Stainless Steel,620
AISI Type 302B Stainless Steel,655
303 Stainless Steel,620
303 SE Stainless Steel,690
AISI Type 302B Stainless Steel,620
303 Stainless Steel,690
AISI Type 302B Stainless Steel,620
"AISI Type 302B Stainless Steel, Hot finished and annealed",515
303 SE Stainless Steel,620
"AISI Type 302B Stainless Steel, Cold finished and annealed",515
"AISI Type 302B Stainless Steel, Cold finished and annealed",620
303 SE Stainless Steel,620
"AISI Type 302B Stainless Steel, Cold Finished",620
303 SE Stainless Steel,690
"AISI Type 302B Stainless Steel, Annealed",515
303 MA Stainless Steel,620
303 MA Stainless Steel,690
ATI Allegheny Ludlum Stainless Steel Free Machining Grade Type 303,517
Schmolz + Bickenbach UGIMA® 303 Stainless Steel Bar,655
Schmolz + Bickenbach UGIMA® 303 Stainless Steel Bar,586
Schmolz + Bickenbach UGIMA® 303 Stainless Steel Bar,655
Schmolz + Bickenbach UGIMA® 303 HD Stainless Steel Bar,655
Schmolz + Bickenbach UGIMA® 303 HD Stainless Steel Bar,586
Schmolz + Bickenbach UGIMA® 303 HD Stainless Steel Bar,655
Schmolz + Bickenbach UGIMA 303 UX® Stainless Steel Bar,586
Schmolz + Bickenbach UGIMA 303 UX® Stainless Steel Bar,689
Schmolz + Bickenbach UGIMA 303 UX® Stainless Steel Bar,517
308 Stainless steel,585
305 Stainless Steel,585
308 Stainless steel,585
305 Stainless Steel,585
308 Stainless steel,585
305 Stainless Steel,585
308 Stainless steel,655
305 Stainless Steel,690
308 Stainless steel,620
305 Stainless Steel,585
308 Stainless steel,585
305 Stainless Steel,588
308 Stainless steel,760
308 Stainless steel,760
308 Stainless steel,895
305 Stainless Steel,643
305 Stainless Steel,734
308 Stainless steel,895
308 Stainless steel,895
308 Stainless steel,1140
305 Stainless Steel,876
308 Stainless steel,1035
308 Stainless steel,1105
308 Stainless steel,1380
305 Stainless Steel,998
308 Stainless steel,1310
308 Stainless steel,1310
308 Stainless steel,1550
305 Stainless Steel,1062
305 Stainless Steel,1131
305 Stainless Steel,515
AK Steel 305 Austenitic Stainless steel,586
Eagle Brass 305 Austenitic Stainless Steel,483
Eagle Brass 305 Austenitic Stainless Steel,862
Eagle Brass 305 Austenitic Stainless Steel,1030
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,565
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,648
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,745
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,862
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,979
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,1076
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,1124
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel Type 305,515
AISI Type 309S (Cb) Stainless Steel,620
309 Stainless Steel,620
310 Stainless Steel,620
AISI Type 309S (Cb) Stainless Steel,620
309 Stainless Steel,620
AISI Type 309S (Cb) Stainless Steel,655
310 Stainless Steel,620
309 Stainless Steel,655
AISI Type 309S (Cb) Stainless Steel,655
310 Stainless Steel,655
309 Stainless Steel,655
310 Stainless Steel,655
AISI Type 309S (Cb) Stainless Steel,860
AISI Type 309S (Cb) Stainless Steel,725
309 Stainless Steel,860
310 Stainless Steel,860
309 Stainless Steel,725
310 Stainless Steel,725
AISI Type 309S (Cb) Stainless Steel,620
309 Stainless Steel,620
AK Steel 309 Austenitic Stainless steel,621
AISI Type 309S Stainless Steel,620
Industeel SIRIUS 310 25% Cr - 0.6% Si Heat Resistant Stainless Steel,550
Industeel SIRIUS 309 23% Cr - 13% Ni Heat Resistant Stainless Steel,540
AISI Type 309S Stainless Steel,620
ATI Allegheny Ludlum 310 Austenitic Stainless Steel,617
ATI Allegheny Ludlum 309 Austenitic Stainless Steel,621
AISI Type 309S Stainless Steel,655
AISI Type 309S Stainless Steel,655
AISI Type 309S Stainless Steel,860
AISI Type 309S Stainless Steel,725
AISI Type 309S Stainless Steel,620
AK Steel 309S Austenitic Stainless steel,621
ATI Allegheny Ludlum 309S Austenitic Stainless Steel,670
314 Stainless Steel,689
316 Stainless Steel,580
316 Stainless Steel,580
ATI Allegheny Ludlum 310S Austenitic Stainless Steel,624
314 Stainless Steel,689
316 Stainless Steel,620
314 Stainless Steel,689
314 Stainless Steel,776
316 Stainless Steel,689
314 Stainless Steel,515
314 Stainless Steel,515
314 Stainless Steel,620
316 Stainless Steel,550
314 Stainless Steel,515
316 Stainless Steel,620
314 Stainless Steel,620
Industeel SIRIUS 314 25% Cr - 1.8% Si Heat Resistant Stainless Steel,600
316 Stainless Steel,565
316 Stainless Steel,550
316 Stainless Steel,620
AK Steel 316 Austenitic Stainless steel,579
Eagle Brass 316 Austenitic Stainless Steel,517
Eagle Brass 316 Austenitic Stainless Steel,689
Eagle Brass 316 Austenitic Stainless Steel,862
Eagle Brass 316 Austenitic Stainless Steel,1030
Eagle Brass 316 Austenitic Stainless Steel,1210
Eagle Brass 316 Austenitic Stainless Steel,1280
AISI Type 316F Stainless Steel,585
AISI Type 316N Stainless Steel,620
AISI Type 316L Stainless Steel,560
AISI Type 316F Stainless Steel,565
AISI Type 316N Stainless Steel,620
AISI Type 316L Stainless Steel,560
AISI Type 316L Stainless Steel,560
AISI Type 316L Stainless Steel,515
AISI Type 316L Stainless Steel,585
AK Steel 316L Austenitic Stainless steel,558
Eagle Brass 316L Austenitic Stainless Steel,483
Eagle Brass 316L Austenitic Stainless Steel,689
Eagle Brass 316L Austenitic Stainless Steel,862
Eagle Brass 316L Austenitic Stainless Steel,1030
Eagle Brass 316L Austenitic Stainless Steel,1210
Eagle Brass 316L Austenitic Stainless Steel,1280
Industeel UREA 316L Modified 316L Mod Low Si,490
Industeel UREA 316L Modified 316L Mod Low Si,530
ATI Allegheny Ludlum Type 316L Stainless Steel,485
AISI Type 317L Stainless Steel,595
321 Stainless Steel,620
317 Stainless Steel,620
AISI Type 317L Stainless Steel,585
317 Stainless Steel,620
321 Stainless Steel,620
AISI Type 317L Stainless Steel,595
317 Stainless Steel,585
321 Stainless Steel,585
317 Stainless Steel,585
321 Stainless Steel,585
317 Stainless Steel,515
321 Stainless Steel,655
ATI Allegheny Ludlum Stainless Steel Chromium-Nickel-Molybdenum 317L (UNS S31703),515
317 Stainless Steel,515
317 Stainless Steel,620
317 Stainless Steel,620
ATI Allegheny Ludlum Type 317 Stainless Steel,515
AK Steel 321 Austenitic Stainless steel,621
ATI Allegheny Ludlum Stainless Steel Type 321 (UNS S32100),515
ATI Allegheny Ludlum Stainless Steel 334 (UNS S33400),572.4
330 Stainless Steel,550
330 Stainless Steel,550
330 Stainless Steel,620
330 Stainless Steel,585
330 Stainless Steel,586
384 Stainless Steel,515
384 Stainless Steel,540
384 Stainless Steel,510
405 Stainless Steel,448
409 Stainless Steel,450
405 Stainless Steel,621
409 Stainless Steel,448
405 Stainless Steel,448
405 Stainless Steel,483
405 Stainless Steel,586
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,419
405 Stainless Steel,469
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,467
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,480
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,576
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,591
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,631
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,687
ATI Allegheny Ludlum AL 409 Cb Brazeable Ferritic Stainless Steel,737
430 Stainless Steel annealed at 815°C,538
430 Stainless Steel annealed at 815°C,517
430 Stainless Steel annealed sheet,517
430 Stainless Steel annealed strip,517
430 Stainless Steel annealed wire 6.4 mm diameter,483
430 Stainless Steel soft tempered wire 6.4 mm diameter,586
430 Stainless Steel annealed plate,517
430 Stainless Steel annealed bar,517
Crucible Steel 430F Stainless Steel,552
Crucible Steel 430F Stainless Steel,531
430 Stainless Steel annealed and cold drawn bar,586
AK Steel 430 Ferritic Stainless steel,483
AK Steel 430 ULTRA FORM® Stainless Steel,494
AK Steel 430 ULTRA FORM® Stainless Steel,494
AK Steel 430 ULTRA FORM® Stainless Steel,506
AK Steel 430 ULTRA FORM® Stainless Steel,491
AK Steel 430 ULTRA FORM® Stainless Steel,503
Eagle Brass 430 Ferritic Stainless Steel,448
Eagle Brass 430 Ferritic Stainless Steel,538
Eagle Brass 430 Ferritic Stainless Steel,621
Eagle Brass 430 Ferritic Stainless Steel,738
ATI Allegheny Ludlum 430 Ferritic Stainless Steel,455
ATI Allegheny Ludlum 430 Ferritic Stainless Steel,483
434 Stainless Steel annealed at 815°C,538
434 Stainless Steel annealed at 815°C,517
434 Stainless Steel annealed sheet,517
434 Stainless Steel annealed strip,517
434 Stainless Steel annealed wire 6.4 mm diameter,483
434 Stainless Steel soft tempered wire 6.4 mm diameter,586
434 Stainless Steel annealed plate,517
434 Stainless Steel annealed bar,517
434 Stainless Steel annealed and cold drawn bar,586
AK Steel 434 Ferritic Stainless steel,483
410 Stainless Steel,1525
403 Stainless Steel,485
446 Stainless Steel,550
446 Stainless Steel,550
403 Stainless Steel,485
446 Stainless Steel,655
403 Stainless Steel,655
446 Stainless Steel,585
403 Stainless Steel,515
446 Stainless Steel,550
403 Stainless Steel,765
446 Stainless Steel,585
410 Stainless Steel,834
410 Stainless Steel,1085
